Country,Date,Forecast Active Cases,Forecast Active Cases Lower Bound,Forecast Active Cases Upper Bound,Forecast Confirmed Cases,Forecast Confirmed Cases Lower Bound,Forecast Confirmed Cases Upper Bound,Forecast New Cases,Forecast New Cases Lower Bound,Forecast New Cases Upper Bound,Lang,Lat,Province,uid
Nigeria,2020-01-29,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-01-29,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
West Bank and Gaza,2020-01-29,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cameroon,2020-01-30,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-01-30,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-01-30,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-01-30,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-01-30,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Cambodia,2020-01-31,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-01-31,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-01-31,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Honduras,2020-01-31,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-01-31,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-02-01,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-01,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-01,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-02-01,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-01,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
West Bank and Gaza,2020-02-02,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-02,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-02-02,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Cameroon,2020-02-02,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-02-02,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-02-03,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-03,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-03,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-02-03,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-02-03,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-02-04,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-02-04,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-02-04,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Nigeria,2020-02-04,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-04,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-02-05,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-02-05,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-05,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-05,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-02-05,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Cameroon,2020-02-06,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-02-06,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-02-06,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-06,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-02-06,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Cambodia,2020-02-07,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Cameroon,2020-02-07,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-02-07,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Honduras,2020-02-07,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-02-07,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-08,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-02-08,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-02-08,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-08,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-08,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cambodia,2020-02-09,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-09,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cameroon,2020-02-09,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-02-09,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-02-09,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-10,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
West Bank and Gaza,2020-02-10,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-10,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Honduras,2020-02-10,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-02-10,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-11,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-11,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Honduras,2020-02-11,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-02-11,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-02-11,1,1,1,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Cameroon,2020-02-12,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
West Bank and Gaza,2020-02-12,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-02-12,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-02-12,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-02-12,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-13,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
West Bank and Gaza,2020-02-13,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-13,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-02-13,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Nigeria,2020-02-13,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Honduras,2020-02-14,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-02-14,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-02-14,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Nigeria,2020-02-14,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-14,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-02-15,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cambodia,2020-02-15,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-02-15,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-02-15,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
West Bank and Gaza,2020-02-15,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-16,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Honduras,2020-02-16,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-02-16,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-16,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cameroon,2020-02-16,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cameroon,2020-02-17,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-02-17,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-02-17,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Nigeria,2020-02-17,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-02-17,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-18,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-02-18,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-02-18,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Cameroon,2020-02-18,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-02-18,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-02-19,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-02-19,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-02-19,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-02-19,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-19,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cameroon,2020-02-20,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-02-20,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-02-20,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-20,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-20,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Nigeria,2020-02-21,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cambodia,2020-02-21,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-21,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-21,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-02-21,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-02-22,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-22,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-22,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-22,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-02-22,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-02-23,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-02-23,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-02-23,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-23,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cambodia,2020-02-23,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Nigeria,2020-02-24,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-24,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-02-24,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-24,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-24,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Honduras,2020-02-25,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-02-25,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-25,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-02-25,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-25,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-02-26,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Cameroon,2020-02-26,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-02-26,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-02-26,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-26,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-02-27,0,0,0,0,0,0,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-27,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
West Bank and Gaza,2020-02-27,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-02-27,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-02-27,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-02-28,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-02-28,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-02-28,1,1,1,1,1,1,1,1,1,8.6753,9.082,,Nigeria
Cambodia,2020-02-28,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-28,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-02-29,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-02-29,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-02-29,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-02-29,1,1,1,1,1,1,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-02-29,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-03-01,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-03-01,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-03-01,1,1,1,1,1,1,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-03-01,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-03-01,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Cameroon,2020-03-02,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-03-02,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-03-02,1,1,1,1,1,1,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-03-02,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-03-02,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-03-03,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-03-03,1,1,1,1,1,1,0,0,0,8.6753,9.082,,Nigeria
Cambodia,2020-03-03,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-03-03,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-03-03,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cameroon,2020-03-04,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-03-04,1,1,1,1,1,1,0,0,0,8.6753,9.082,,Nigeria
Cambodia,2020-03-04,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-03-04,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-03-04,0,0,0,0,0,0,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cameroon,2020-03-05,0,0,0,0,0,0,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-03-05,1,1,1,1,1,1,0,0,0,8.6753,9.082,,Nigeria
Cambodia,2020-03-05,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-03-05,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-03-05,4,4,4,4,4,4,4,4,4,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-03-06,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-03-06,7,7,7,7,7,7,3,3,3,35.2332,31.9522,,West Bank and Gaza
Cameroon,2020-03-06,1,1,1,1,1,1,1,1,1,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-03-06,1,1,1,1,1,1,0,0,0,8.6753,9.082,,Nigeria
Honduras,2020-03-06,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-03-07,1,1,1,1,1,1,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-03-07,16,16,16,16,16,16,9,9,9,35.2332,31.9522,,West Bank and Gaza
Cameroon,2020-03-07,1,1,1,1,1,1,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-03-07,0,0,0,1,1,1,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-03-07,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Cambodia,2020-03-08,1,1,1,2,2,2,1,1,1,104.9167,11.55,,Cambodia
Cameroon,2020-03-08,2,2,2,2,2,2,1,1,1,11.5021,3.8480000000000003,,Cameroon
West Bank and Gaza,2020-03-08,16,16,16,16,16,16,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-03-08,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-03-08,1,1,1,1,1,1,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-03-09,2,2,2,2,2,2,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-03-09,2,2,2,2,2,2,1,1,1,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-03-09,19,19,19,19,19,19,3,3,3,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-03-09,1,1,1,2,2,2,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-03-09,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-03-10,26,26,26,26,26,26,7,7,7,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-03-10,1,1,1,2,2,2,0,0,0,104.9167,11.55,,Cambodia
Cameroon,2020-03-10,2,2,2,2,2,2,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-03-10,2,2,2,2,2,2,0,0,0,8.6753,9.082,,Nigeria
Honduras,2020-03-10,0,0,0,0,0,0,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-03-11,2,2,2,2,2,2,0,0,0,8.6753,9.082,,Nigeria
Honduras,2020-03-11,2,2,2,2,2,2,2,2,2,-86.2419,15.2,,Honduras
West Bank and Gaza,2020-03-11,30,30,30,30,30,30,4,4,4,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-03-11,2,2,2,3,3,3,1,1,1,104.9167,11.55,,Cambodia
Cameroon,2020-03-11,2,2,2,2,2,2,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-03-12,2,2,2,2,2,2,0,0,0,-86.2419,15.2,,Honduras
Nigeria,2020-03-12,2,2,2,2,2,2,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-03-12,30,30,30,30,30,30,0,0,0,35.2332,31.9522,,West Bank and Gaza
Cambodia,2020-03-12,2,2,2,3,3,3,0,0,0,104.9167,11.55,,Cambodia
Cameroon,2020-03-12,2,2,2,2,2,2,0,0,0,11.5021,3.8480000000000003,,Cameroon
Honduras,2020-03-13,2,2,2,2,2,2,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-03-13,2,2,2,2,2,2,0,0,0,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-03-13,2,2,2,2,2,2,0,0,0,8.6753,9.082,,Nigeria
Cambodia,2020-03-13,4,4,4,5,5,5,2,2,2,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-03-13,31,31,31,31,31,31,1,1,1,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-03-14,2,2,2,2,2,2,0,0,0,-86.2419,15.2,,Honduras
Cameroon,2020-03-14,2,2,2,2,2,2,0,0,0,11.5021,3.8480000000000003,,Cameroon
Cambodia,2020-03-14,6,6,6,7,7,7,2,2,2,104.9167,11.55,,Cambodia
Nigeria,2020-03-14,2,2,2,2,2,2,0,0,0,8.6753,9.082,,Nigeria
West Bank and Gaza,2020-03-14,35,35,35,35,35,35,4,4,4,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-03-15,3,3,3,3,3,3,1,1,1,-86.2419,15.2,,Honduras
Cambodia,2020-03-15,6,6,6,7,7,7,0,0,0,104.9167,11.55,,Cambodia
West Bank and Gaza,2020-03-15,38,38,38,38,38,38,3,3,3,35.2332,31.9522,,West Bank and Gaza
Nigeria,2020-03-15,2,2,2,2,2,2,0,0,0,8.6753,9.082,,Nigeria
Cameroon,2020-03-15,2,2,2,2,2,2,0,0,0,11.5021,3.8480000000000003,,Cameroon
West Bank and Gaza,2020-03-16,38,38,38,38,38,38,0,0,0,35.2332,31.9522,,West Bank and Gaza
Honduras,2020-03-16,6,6,6,6,6,6,3,3,3,-86.2419,15.2,,Honduras
Cameroon,2020-03-16,4,4,4,4,4,4,2,2,2,11.5021,3.8480000000000003,,Cameroon
Nigeria,2020-03-16,2,2,2,2,2,2,0,0,0,8.6753,9.082,,Nigeria
Cambodia,2020-03-16,6,6,6,7,7,7,0,0,0,104.9167,11.55,,Cambodia
Honduras,2020-03-17,8,8,8,8,8,8,2,2,2,-86.2419,15.2,,Honduras
